city/state,associated filename,expiration,section,language,category,impact,id,State,Negotiating_Contract
Columbus,Police Union Contract.txt,6/15/20,7.5,"7.5 INVESTIGATION QUESTIONING.
The member being investigated shall be given a copy and the member who is a witness shall be shown a copy of any citizen complaint or written summary of the basic facts of the incident of any non-citizen complaint prior to any questioning of the member being investigated.
 When a member requests it, the member shall be given a brief period of time, prior to any questioning, to locate and review any written documents the member possesses regarding the event(s) being investigated, so the member may fully prepare to accurately and completely respond to the questioning. An investigator may accompany the member during the member's brief search for and review of such documents.",Gives officers unfair access to information,Gives officers access to the names of complainants and nature of complaint before interrogation,108,,Yes
Columbus,Police Union Contract.txt,6/15/20,9.6,"9.6(D) GRIEVANCE PROCEDURE. Step Three - Arbitration. (pp. 22-23)

""The decision of the arbitrator, if made in accordance with the jurisdiction and authority granted to the arbitrator pursuant to this Contract, will be accepted as final by the City, O.L.C. and the member(s), and all parties will abide by it.""",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration,109,,Yes
Columbus,Police Union Contract.txt,6/15/20,7.8-13,"7.8  RECORD OF INTERVIEWS. All interrogations and/or interviews (including polygraph interviews) of members conducted in conjunction with an Internal Affairs Bureau or EEO investigation shall be recorded by the Division of Police at the request of either party.. Subsequent to the interview, the member and/or his/her representative will be afforded the opportunity, upon written request directly to the Chief or his/her designee, to listen to, copy (at the member's expense) and make personal notes from or verify the accuracy of a recording made of his/her interview. If a transcript of the recording is made by the Division of Police, the member will be provided a copy of such transcript upon written request directly to the Chief or the Chief's designee.

7.13 ACCESS TO RECORDS. A member who is charged with violating Division of Police Rules of Conduct and the member's O.L.C. Representative, when one is involved, shall be provided access to the City's transcripts, records, written statements, video/audio recordings and written summaries (including opinions, if provided) of any polygraph examinations pertinent to the case. The member who is charged may request and receive, at no cost, a copy of the documentation to which the charged member was provided access. Such access, and copies if requested in a timely manner, shall be provided reasonably in advance of any disciplinary hearing.",Gives officers unfair access to information,Gives officers access to video/audio evidence prior to an interrogation,102,,Yes
Columbus,Police Union Contract.txt,6/15/20,7.7,"Any interrogating, questioning, or interviewing of a member will be conducted insofar as
practical at hours reasonably related to the member's shift, preferably during the member's
working hours. Interrogation sessions shall be for reasonable periods of time and time shall
be allowed during such questioning for attendance to physical necessities. If at any time
during the interview the investigator believes that the filing of criminal charges against the
member may result, the member shall be so informed and have the right, if requested, to
consult with his/her O.L.C. Representative prior to any further questioning. If the member
declines Union representation, such declination will be reduced to writing.",Restricts/Delays Interrogations,"Limits interrogations to 'reasonable amount of time,' gives officers breaks that are not given to civilians, limits interrogations to when officers are on duty",110,,Yes
Corpus Christi,Police Union Contract.txt,8/30/19,"A8, D, 4","the decision of the arbitrator shall be final and binding upon the aggreived employee, the Association and the City.",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration,111,,
Corpus Christi,Police Union Contract.txt,8/30/19,"A7, pC, s5","Prior to the interview, the Officer shall be allowed to view any and all digital recordings of an incident involving the Officer, including videos and/or audios.",Gives officers unfair access to information,Gives officers access to video/audio evidence prior to an interrogation,112,,
Corpus Christi,Police Union Contract.txt,8/30/19,"A7, pC, s9","Upon request of the employee or the employee's attorney, said employee or attorney shall be given an exact copy of any written statement the employee executed, or if the questioning is (video/audio) or stenographically recorded, the employee  or the attorney shall be permitted to record or transcribe from the original recording of the officer's own statement or interview, upon his/her reest, or to purchase a copy of the original recording. The City shall provide within a reasonable time prior to the rebuttal conerence or hearing ('Loudermill""), the employee or the employee's attorney a reasonable time to review but not copy verbatim or photocopy any complaints, affidavits, other written statements, GPS/AVL readouts, video recordings, audio recordings, and photographs, which have been gathered as part of the administrative investigation The officer shall not release the provided information to any person other than his/her attorney or Association representative.",Gives officers unfair access to information,Gives officers access to all evidence prior to a hearing,113,,
Corpus Christi,Police Union Contract.txt,8/30/19,"A7, pC, s4","When the officer receives the written notice to appear at internal affairs for an interview, the officer shall also receive a copy of the complaint against such officer. The complaint shall include the name of the complainant, the date of the alleged incident, and the allegations of the officer's misconduct.",Gives officers unfair access to information,Gives officers access to the names of complainants and nature of complaint before interrogation,114,,
Corpus Christi,Police Union Contract.txt,8/30/19,"A14, pB","The City will provide a legal defense to any police officer in a civil lawsuit, on account of any action taken by such police officer while acting within the course and scope of the police officer's employment for the City of Corpus Christi.",Requires City Pay for Misconduct,City pays full cost of legal defense,115,,
Corpus Christi,Police Union Contract.txt,8/30/19,"A7, pC, s4","Except in exigent circumstances, the officer shall be informed 48 hours  prior to being interviewed",Restricts/Delays Interrogations,48 hour delay,116,,
Corpus Christi,Police Union Contract.txt,8/30/19,"A7, pC, s6","The employee shall not be subjected to any offensive language, nor shall he be threatened with transfer, dismissal, or any other disciplinary punishment",Restricts/Delays Interrogations,Limits the type of language and incentives used during interrogation,117,,
Corpus Christi,Police Union Contract.txt,8/30/19,"A7, pC, s5",The interview shall be completed with reasonable dispatch. Reasonable respites shall be allowed. Time shall also be provided for personal necessities...,Restricts/Delays Interrogations,"Limits interrogations to be completed within 'reasonable dispatch', gives officers breaks that are not given to civilians",118,,
Delaware Police Bill of Rights,,None,9200.C7,"A complete record, either written, taped or, if taped, transcribed as soon as practicable, shall be kept of all interviews held in connection with the administrative investigation upon notification that substantial evidence exists for seeking an administrative sanction of the law-enforcement officer. A copy of the record shall be provided to the officer or the officer's counsel at the officer's expense upon request.",Gives officers unfair access to information,Gives officers immediate access to the recorded interrogation,119,Delaware,
Delaware Police Bill of Rights,,None,9205,"(a)_An official record including testimony and exhibits shall be kept of the hearing.



(b)_The hearing shall be conducted within the department by an impartial board of officers. The prosecuting party and the officer and/or the officer's representative shall be given an opportunity to present evidence and argument with respect to the issues involved. Both the department and the officer may be represented by legal counsel. In the event an impartial board cannot be convened, then a board of 3 officers or more shall be convened under the auspices of the Delaware Criminal Justice Council. Any officer appointed under this subsection, either within the department or under the auspices of the Criminal Justice Council, shall not be liable for civil damages from any acts or omissions arising out of such officer's service on the board as long as the member of the board of officers acted in good faith and without malice in carrying out that member's responsibilities or duties. A member of the board of officers is presumed to have acted in good faith and without malice unless proven otherwise.



(c)_Evidence which possesses probative value commonly accepted by reasonable and prudent persons in the conduct of their affairs shall be admissible in evidence and given probative effect. The tribunal conducting the hearing shall give effect to the rules of privilege recognized by law and may exclude incompetent, irrelevant, immaterial and unduly repetitious evidence. All records and documents which any party desires to use shall be offered and made a part of the record. Documentary evidence may be received in the form of copies of excerpts or by incorporation by reference.



(d)_Every party shall have the right of cross-examination of witnesses who testify and may submit rebuttal evidence.



(e)_The tribunal may take notice of judicially cognizable facts and in addition may take notice of general, technical or scientific facts within its specialized knowledge. Parties shall be notified beforehand of the materials so noticed by the trial board. No law-enforcement officer may be adjudged guilty of any offense unless the hearing tribunal is satisfied that guilt has been established by substantial evidence.",Limits Oversight / Discipline,"Limits civilian discipline power, allows officers to appeal discipline to a hearing of all law enforcement, which can overturn the decision",120,Delaware,
Delaware Police Bill of Rights,,None,9200.C12,All records compiled as a result of any investigation subject to the provisions of this chapter and/or a contractual disciplinary grievance procedure shall be and remain confidential and shall not be released to the public.,Limits Oversight / Discipline,Prevents the public from accessing information about internal investigations,121,Delaware,
Delaware Police Bill of Rights,,None,9200.C3,No formal complaint against a law-enforcement officer seeking dismissal or suspension or other formal disciplinary action shall be prosecuted under departmental rule or regulation unless the complaint is supported by substantial evidence derived from an investigation by an authorized member of the department or another officer who is certified by the Council on Police Training,Limits Oversight / Discipline,Limits civilian power to conduct misconduct investigations,122,Delaware,
Delaware Police Bill of Rights,,None,9200.C3,All questions directed to the officer shall be asked by and through no more than 2 investigators.,Restricts/Delays Interrogations,Limits the number of interrogators to two,123,Delaware,
Delaware Police Bill of Rights,,None,9200.C6,"Except upon refusal to answer questions purused in a valid investigation, no officer shall be threatened with transfer, dismissal or other disciplinary action.",Restricts/Delays Interrogations,Limits the type of language and incentives used during interrogation,124,Delaware,
Delaware Police Bill of Rights,,None,9200.C5,Interview sessions shall be for reasonable periods of time. There shall be times provided for the officer to allow for such personal necessities and rest periods as are reasonably necessary.,Restricts/Delays Interrogations,"Limits interrogations to 'reasonable periods,' gives officers breaks that are not given to civilians",125,Delaware,
Detroit,lieutenants.txt,12/31/19,9.H,All written reprimands will be issued and implemented as soon as practicable following an investigation. Written reprimands will remain in employees' files for a period of time not to exceed two (2) years from the date of issuance of the reprimand.,Erases misconduct records,Erases records of written reprimands for misconduct after two years,126,,
Detroit,police officers.txt,12/31/19,9.H,All written reprimands will be issued and implemented as soon as practicable following an investigation. Written reprimands will remain in employees' files for a period of time not to exceed two (2) years from the date of issuance of the reprimand.,Erases misconduct records,Erases records of written reprimands for misconduct after two years,126,,
Detroit,lieutenants.txt,12/31/19,9.E,"Expedited Arbitration. To the extent that a dispute regarding a suspension of more than

three (3) days or the discharge of an Employee cannot be resolved through the Chiefs

Hearing or mediation (if applicable), an Employee, with the approval of the Association,

will have the right to appeal the disciplinary action to expedited arbitration. The

disciplinary action must be appealed to arbitration by providing written notice to the

Department within seven (7) days of the date of the decision resulting from the Chiefs

Hearing. Any information requests shall accompany the request to arbitrate. The

Department will provide responsive information to the extent required by applicable law,

and within thirty (30) days of receipt of the Associations requests. The arbitration

hearing must be held within sixty (60) days of the date the appeal was filed by the

Employee, so long as an arbitrator on the panel has availability within a sixty (60) day

period.

The Chief of Police, at his or her sole discretion, may rescind or

mitigate any disciplinary action at any step of the disciplinary process including, but not

limited to, after the conclusion of an arbitration. However, the Chief of Police shall have

no authority to increase any disciplinary action after the conclusion of an arbitration.",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration,127,,
Detroit,police officers.txt,12/31/19,9.E,"Expedited Arbitration. To the extent that a dispute regarding a suspension of more than

three (3) days or the discharge of an Employee cannot be resolved through the Chiefs

Hearing or mediation (if applicable), an Employee, with the approval of the Association,

will have the right to appeal the disciplinary action to expedited arbitration. The

disciplinary action must be appealed to arbitration by providing written notice to the

Department within seven (7) days of the date of the decision resulting from the Chiefs

Hearing. Any information requests shall accompany the request to arbitrate. The

Department will provide responsive information to the extent required by applicable law,

and within thirty (30) days of receipt of the Associations requests. The arbitration

hearing must be held within sixty (60) days of the date the appeal was filed by the

Employee, so long as an arbitrator on the panel has availability within a sixty (60) day

period.

The Chief of Police, at his or her sole discretion, may rescind or

mitigate any disciplinary action at any step of the disciplinary process including, but not

limited to, after the conclusion of an arbitration. However, the Chief of Police shall have

no authority to increase any disciplinary action after the conclusion of an arbitration.",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration,127,,
Detroit,lieutenants.txt,12/31/19,9.I,"The Department may conduct informal counseling sessions concerning minor misconducts, actions, or omissions. Such counseling sessions will not be considered disciplinary action, but the substance of the counseling session may be reduced to writing and added to an Employee's file for up to one (1) year.",Erases misconduct records,Erases records of counseling for misconduct after one year,128,,
Detroit,police officers.txt,12/31/19,9.I,"The Department may conduct informal counseling sessions concerning minor misconducts, actions, or omissions. Such counseling sessions will not be considered disciplinary action, but the substance of the counseling session may be reduced to writing and added to an Employee's file for up to one (1) year.",Erases misconduct records,Erases records of counseling for misconduct after one year,128,,
Detroit,police officers.txt,12/31/19,16.K,"The complete investigative interview of the member, including a notation of all recess periods, shall be recorded and there shall be no unrecorded questions or statements. At the request of the member, a copy of the investigative interview shall be furnished to him.",Gives officers unfair access to information,Gives officers immediate access to the recorded interrogation,129,,
Detroit,lieutenants.txt,12/31/19,24.A,"All personnel records which include home addresses, phone numbers and pictures of members shall be kept confidential and never released to any person other than the officials of the Department or upon the written authorization of the member involved.",Limits Oversight / Discipline,Prevents the identity of the officer from being released to the public/media,130,,
Detroit,police officers.txt,12/31/19,24.A,"All personnel records which include home addresses, phone numbers and pictures of members shall be kept confidential and never released to any person other than the officials of the Department or upon the written authorization of the member involved.",Limits Oversight / Discipline,Prevents the identity of the officer from being released to the public/media,130,,
Detroit,lieutenants.txt,12/31/19,16.J.8,"Neither the home address nor the photograph of any member suspected of any

wrongdoing shall be given to the press or the news media without the written

consent of the member.",Limits Oversight / Discipline,Prevents the identity of the officer from being released to the public/media,131,,
Detroit,police officers.txt,12/31/19,16.J.8,"Neither the home address nor the photograph of any member suspected of any

wrongdoing shall be given to the press or the news media without the written

consent of the member.",Limits Oversight / Discipline,Prevents the identity of the officer from being released to the public/media,131,,
Detroit,lieutenants.txt,12/31/19,16.H,"An Employee who is indicted or charged with a felony, a crime of moral turpitude, or a

misdemeanor with a potential jail sentence may be placed on unpaid administrative leave

without pay but with medical benefits pending the outcome of the criminal proceeding.

At the conclusion of the criminal proceeding, if the Department chooses not to pursue

disciplinary action, the Employee will be reinstated. If the Department pursues

disciplinary action for a matter arising out of the same set of facts and circumstances as

those surrounding the criminal proceedings, the Employee will be subject to the

discipline process pursuant to the terms and time frames set forth in Article 9.

An Employee indicted or charged with a crime less than a felony, a crime of moral

turpitude, or a misdemeanor with a potential jail sentence may be assigned to

administrative duties consistent with the needs of the Department or suspended with pay

pending resolution of the criminal proceedings.",Requires City Pay for Misconduct,Allows officers to be paid while suspended for criminal charges in some cases,132,,
Detroit,police officers.txt,12/31/19,16.H,"An Employee who is indicted or charged with a felony, a crime of moral turpitude, or a

misdemeanor with a potential jail sentence may be placed on unpaid administrative leave

without pay but with medical benefits pending the outcome of the criminal proceeding.

At the conclusion of the criminal proceeding, if the Department chooses not to pursue

disciplinary action, the Employee will be reinstated. If the Department pursues

disciplinary action for a matter arising out of the same set of facts and circumstances as

those surrounding the criminal proceedings, the Employee will be subject to the

discipline process pursuant to the terms and time frames set forth in Article 9.

An Employee indicted or charged with a crime less than a felony, a crime of moral

turpitude, or a misdemeanor with a potential jail sentence may be assigned to

administrative duties consistent with the needs of the Department or suspended with pay

pending resolution of the criminal proceedings.",Requires City Pay for Misconduct,Allows officers to be paid while suspended for criminal charges in some cases,132,,
Detroit,lieutenants.txt,12/31/19,27,"The City will provide legal counsel and pay any costs and judgments that arise out of lawsuits

filed against Employees alleging any act committed while said Employee was in the good faith

performance of his duties. A contrary determination by the City is not final and binding as

provided by the Municipal Code of the City of Detroit but is subject to review by an arbitration

panel under the grievance arbitration provisions of this Agreement. Pending a final

determination of whether or not the Employee is entitled to defense and indemnification by the

City, the City shall promptly undertake such defense on behalf of such Employee.

This provision shall otherwise be in accordance with Section 13-11-3 of the Municipal Code of

the City of Detroit",Requires City Pay for Misconduct,City pays costs of misconduct settlements and full cost of legal defense,133,,
Detroit,police officers.txt,12/31/19,27,"The City will provide legal counsel and pay any costs and judgments that arise out of lawsuits

filed against Employees alleging any act committed while said Employee was in the good faith

performance of his duties. A contrary determination by the City is not final and binding as

provided by the Municipal Code of the City of Detroit but is subject to review by an arbitration

panel under the grievance arbitration provisions of this Agreement. Pending a final

determination of whether or not the Employee is entitled to defense and indemnification by the

City, the City shall promptly undertake such defense on behalf of such Employee.

This provision shall otherwise be in accordance with Section 13-11-3 of the Municipal Code of

the City of Detroit",Requires City Pay for Misconduct,City pays costs of misconduct settlements and full cost of legal defense,133,,
Detroit,command officers.txt,12/31/19,27,"The City will provide legal counsel and pay any costs and judgments that arise out of lawsuits

filed against Employees alleging any act committed while said Employee was in the good faith

performance of his duties. A contrary determination by the City is not final and binding as

provided by the Municipal Code of the City of Detroit but is subject to review by an arbitration

panel under the grievance arbitration provisions of this Agreement. Pending a final

determination of whether or not the Employee is entitled to defense and indemnification by the

City, the City shall promptly undertake such defense on behalf of such Employee.

This provision shall otherwise be in accordance with Section 13-11-3 of the Municipal Code of

the City of Detroit",Requires City Pay for Misconduct,City pays costs of misconduct settlements and full cost of legal defense,133,,
Detroit,lieutenants.txt,12/31/19,16.B,"After an Employee is ordered to make any written statement in response to any alleged misconduct or possible misconduct on his part, he shall have at least forty-eight (48) hours from the time of the order in which to comply. The parties may extend this period by mutual agreement. If any Employee is ordered to make an oral statement, he shall comply subject to the receipt of Miranda or Garrity warnings or both and shall be given a reasonable time to act in accordance with such rights",Restricts/Delays Interrogations,48 hour delay,134,,
Detroit,police officers.txt,12/31/19,16.B,"After an Employee is ordered to make any written statement in response to any alleged misconduct or possible misconduct on his part, he shall have at least forty-eight (48) hours from the time of the order in which to comply. The parties may extend this period by mutual agreement. If any Employee is ordered to make an oral statement, he shall comply subject to the receipt of Miranda or Garrity warnings or both and shall be given a reasonable time to act in accordance with such rights",Restricts/Delays Interrogations,48 hour delay,134,,
Detroit,command officers.txt,12/31/19,16.B,"After an Employee is ordered to make any written statement in response to any alleged misconduct or possible misconduct on his part, he shall have at least forty-eight (48) hours from the time of the order in which to comply. The parties may extend this period by mutual agreement. If any Employee is ordered to make an oral statement, he shall comply subject to the receipt of Miranda or Garrity warnings or both and shall be given a reasonable time to act in accordance with such rights",Restricts/Delays Interrogations,48 hour delay,134,,
Detroit,police officers.txt,12/31/19,16.J.3,"An Employee will be given forty-eight (48) hours written notice prior to an investigative interview in a non-criminal investigation, except in cases of emergency. In non-criminal investigations, the Employee shall be supplied with a copy of any complaints that have been filed against him/her and all relevant information at the time he/she is ordered to appear at the investigative interview. In those instances where a command level investigation of an informal citizens complaint, as opposed to those on DPD 512, progresses to the point where a written statement is ordered, the officer will be provided with an inter-office memorandum stating the complaint made against him, the identity of the person who filed the complaint, and the specific questions that the investigating supervisor wants answered. This shall include investigations delegated to the command to handle from other departmental agencies, such as the Internal Controls Bureau.",Restricts/Delays Interrogations,48 hour delay in non-criminal investigations,135,,
Detroit,police officers.txt,12/31/19,16.J.4,"Employees required to be interviewed by the Professional Standard Bureau will be given forty-eight (48) hours written notice prior to the investigative interview.

Provided, however, that the obligation to give forty-eight (48) hours written notice shall not apply: (1) to individuals who have been arrested; (2) to individuals who are questioned under Miranda; and (3) where the seriousness of the investigation is of such degree that an immediate interview is required.",Restricts/Delays Interrogations,48 hour delay,136,,
El Paso,Police Union Contract.txt,8/31/18,Article 21.F,"In Disciplinary Appeals, the

hearing examiner or arbitrator shall have the authority to: (a) sustain discipline;

(b) reverse discipline (except that discipline shall not be increased); (c) modify

discipline; and, (d) as applicable, award back pay, in whole or in part. In cases

of termination or indefinite suspension, the hearing examiner or arbitrator has

discretion to reinstate an employee and impose an unpaid suspension,

notwithstanding the ruling in City of Waco v. Kelley. 309 S.W.3d 536 (Tex.

2010).

 The decision of the hearing examiner or arbitrator, if rendered in

accordance with the provisions of Section F. of this Article, shall be final and

binding upon the Association, all bargaining unit employees, and the City.",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration,137,,
El Paso,Police Union Contract.txt,8/31/18,Article 30.2,"Disciplinary action in non-criminal matters must be taken against an officer within one hundred and eighty (180) calendar days following the occurrence of the incident. Disciplinary action in criminal related matters must be taken against an officer within two (2) years of occurrence of the incident or within sixty (60) calendar days of discovery of the incident, whichever is later. The Police Chief and Association may by agreement extend these time periods.",Disqualifies Complaints,"180 day statute of limitations on investigations or no discipline can be imposed, 2 year statute of limitations on criminal cases",138,,
El Paso,Police Union Contract.txt,8/31/18,Appendix E.3.(f),"(f) The Director or the Director's designee may not release any information contained in a fire fighter's or police officer's permanent personnel file without first obtaining the person's written permission, unless the release of the information is required by law.",Limits Oversight / Discipline,Prevents personnel files from being released without a court order or permission of the officer involved,139,,
El Paso,Police Union Contract.txt,8/31/18,Article 30.3.A,"The Chief, and only the Chief, may order or request a polygraph examination.",Limits Oversight / Discipline,No civilian power to issue a lie detector test,140,,
El Paso,Police Union Contract.txt,8/31/18,Article 14.1,"In the event that a civil action is filed against an officer for conduct arising out of the official performance of police duties, the city shall provide legal respresentation to said officer...",Requires City Pay for Misconduct,City pays full cost of legal defense,141,,
El Paso,Police Union Contract.txt,8/31/18,Article 26,"Officers suspended up to a maximum of ten (10) working days may, upon the Officer's request and at the Chief's discretion, forfeit vacation, personal leave, or compensatory time off designated by the Chief for a period equal to the suspension. Approval of forfeited vacation, personal leave, or compensatory time off by the Chief shall not be unreasonably withheld. The provisions of this Section shall apply solely to suspensions which are agreed to by the Officer and no appeal to the Commission or to arbitration may be instituted on suspensions where the officer has agreed to the suspended time.",Requires City Pay for Misconduct,Allows officers to use discretionary time to pay themselves while on unpaid suspension,142,,
El Paso,Police Union Contract.txt,8/31/18,Article 30.1.(d),"Except in exigent circumstances, an officer involved in an officer_involved shooting, critical incident, and/or custody death shall be informed forty-eight ( 48) hours prior to being interviewed or asked to otherwise respond to an internal affairs investigation of the general nature of the investigation before any interview commences. ""Exigent circumstances"" include necessary cooperation during incident scene procedures, including securing the scene, controlling the public, obtaining witness information, obtaining and processing all physical evidence from the scene or from the officer. During the first forty-eight ( 48) hours, the parties also agree that an officer shall not be compelled to participate in a ""walk-through"" investigation without their legal counsel being present.",Restricts/Delays Interrogations,48 hour delay for police killings,143,,
Florida Police Bill of Rights,Florida Police Bill of Rights.txt,None,Section 112.532.6.a,"Except as provided in this subsection, disciplinary action, suspension, demotion, or dismissal may not be undertaken by an agency against a law enforcement officer or correctional officer for any act, omission, or other allegation of misconduct if the investigation of the allegation is not completed within 180 days after the date the agency receives notice of the allegation by a person authorized by the agency to initiate an investigation of the misconduct. If the agency determines that disciplinary action is appropriate, it shall complete its investigation and give notice in writing to the law enforcement officer or correctional officer of its intent to proceed with disciplinary action, along with a proposal of the specific action sought, including length of suspension, if applicable. Notice to the officer must be provided within 180 days after the date the agency received notice of the alleged misconduct",Disqualifies Complaints,180 day statute of limitations on investigations or no discipline can be imposed,144,Florida,
Florida Police Bill of Rights,Florida Police Bill of Rights.txt,None,Section 112.532.g,"The formal interrogation of a law enforcement officer or correctional officer, including all recess

periods, must be recorded on audio tape, or otherwise preserved in such a manner as to allow a

transcript to be prepared, and there shall be no unrecorded questions or statements. Upon the request

of the interrogated officer, a copy of any recording of the interrogation session must be made available

to the interrogated officer no later than 72 hours, excluding holidays and weekends, following said

interrogation",Gives officers unfair access to information,Gives officers immediate access to the recorded interrogation,145,Florida,
Florida Police Bill of Rights,Florida Police Bill of Rights.txt,None,Section 112.532.d,"The law enforcement officer or correctional officer under investigation must be informed of the nature of the investigation before any interrogation begins, and he or she must be informed of the names of all complainants. All identifiable witnesses shall be interviewed, whenever possible, prior to the beginning of the investigative interview of the accused officer. The complaint, all witness statements, including all other existing subject officer statements, and all other existing evidence, including, but not limited to, incident reports, GPS locator information, and audio or video recordings relating to the incident under investigation, must be provided to each officer who is the subject of the complaint before the beginning of any investigative interview of that officer. An officer, after being informed of the right to review witness statements, may voluntarily waive the provisions of this paragraph and provide a voluntary statement at any time.",Gives officers unfair access to information,Gives officers access to all evidence prior to an interrogation,146,Florida,
Florida Police Bill of Rights,Florida Police Bill of Rights.txt,None,Section 112.533.2.a.2,The officer who is  the subject of the complaint may review the complaint and all statements regardless of form made by the complainant and witnesses and all existing evidence.,Gives officers unfair access to information,Gives officers access to all evidence prior to an interrogation,147,Florida,
Florida Police Bill of Rights,Florida Police Bill of Rights.txt,None,Section 112.532.2,"A complaint review board shall be composed of three members: One member selected by the chief administrator of the agency or unit; one member selected by the aggrieved officer; and a third member to be selected by the other two members. Agencies or units having more than 100 law enforcement officers or correctional officers shall utilize a five-member board, with two members being selected by the administrator, two members being selected by the aggrieved officer, and the fifth member being selected by the other four members. The board members shall be law enforcement officers or correctional officers selected from any state, county, or municipal agency within the county. There shall be a board for law enforcement officers and a board for correctional officers whose members shall be from the same discipline as the aggrieved officer. The provisions of this subsection shall not apply to sheriffs or deputy sheriffs.",Limits Oversight / Discipline,Limits civilian participation on complaint review boards,148,Florida,
Florida Police Bill of Rights,Florida Police Bill of Rights.txt,None,Section 112.532.2,"A complaint review board shall be composed of three members: One member selected by the chief administrator of the agency or unit; one member selected by the aggrieved officer; and a third member to be selected by the other two members. Agencies or units having more than 100 law enforcement officers or correctional officers shall utilize a five-member board, with two members being selected by the administrator, two members being selected by the aggrieved officer, and the fifth member being selected by the other four members. The board members shall be law enforcement officers or correctional officers selected from any state, county, or municipal agency within the county. There shall be a board for law enforcement officers and a board for correctional officers whose members shall be from the same discipline as the aggrieved officer. The provisions of this subsection shall not apply to sheriffs or deputy sheriffs.",Limits Oversight / Discipline,No civilian participation on complaint review boards,149,Florida,
Florida Police Bill of Rights,Florida Police Bill of Rights.txt,None,Section 112.533.4,"Any person who is a participant in an internal investigation, including the complainant, the subject of the investigation and the subject's legal counsel or a representative of his or her choice, the investigator conducting the investigation, and any witnesses in the investigation, who willfully discloses any information obtained pursuant to the agency's investigation, including, but not limited to, the identity of the officer under investigation, the nature of the questions asked, information revealed, or documents furnished in connection with a confidential internal investigation of an agency, before such complaint, document, action, or proceeding becomes a public record as provided in this section commits a misdemeanor of the first degree, punishable as provided in s. 775.082 or s. 775.083. However, this subsection does not limit a law enforcement or correctional officer's ability to gain access to information under paragraph (2)(a). Additionally, a sheriff, police chief, or other head of a law enforcement agency, or his or her designee, is not precluded by this section from acknowledging the existence of a complaint and the fact that an investigation is underway.",Limits Oversight / Discipline,Prevents the identity of the officer or information about the investigation from being released to the public/media,150,Florida,
Florida Police Bill of Rights,Florida Police Bill of Rights.txt,None,Section 112.532.d,"All identifiable witnesses shall be interviewed, whenever possible, prior to the beginning of the investigative interview of the accused officer.",Restricts/Delays Interrogations,Delays interrogation until all witnesses have been interviewed,151,Florida,
Florida Police Bill of Rights,Florida Police Bill of Rights.txt,None,Section 112.532.c,"All questions directed to the officer under interrogation shall be asked by or through one interrogator during any one investigative interrogation, unless specifically waived by the officer under investigation.",Restricts/Delays Interrogations,Limits the number of interrogators to one,152,Florida,
Florida Police Bill of Rights,Florida Police Bill of Rights.txt,None,Section 112.532.e,Interrogating sessions shall be for reasonable periods and shall be timed to allow for such personal necessities and rest periods as are reasonably necessary.,Restricts/Delays Interrogations,"Limits interrogations to 'reasonable periods,' gives officers breaks that civilians dont get",153,Florida,
Florida Police Bill of Rights,Florida Police Bill of Rights.txt,None,Section 112.532.f,"The law enforcement officer or correctional officer under interrogation may not be subjected to offensive language or be threatened with transfer, dismissal, or disciplinary action. A promise or reward may not be made as an inducement to answer any questions.",Restricts/Delays Interrogations,Limits the type of language and incentives used during interrogation,154,Florida,
Fort Wayne,Police Union Contract.txt,12/31/10,7.1,"Before the questioning of any Employee as a result of a complaint by a citizen, that citizen shall be required to sign a statement clearly stating the allegation, a copy of which shall be provided to the officer at the time said officer is directed to report for questioning.",Gives officers unfair access to information,Gives officers access to the complaint prior to an interrogation,155,,
Fort Wayne,Police Union Contract.txt,12/31/10,7.5.E,The Employee being questioned shall have the right to bring his/her own recording device and record any and all aspects of the questioning.,Gives officers unfair access to information,Gives officers immediate access to the recorded interrogation,156,,
Fort Wayne,Police Union Contract.txt,12/31/10,7.5.D,"The Employee under investigation shall not be subjected to visits by the press or news media without his/her express consent, nor shall his/her name, home address or photograph be given to the press or news media without his/her express consent.",Limits Oversight / Discipline,Prevents the identity of the officer from being released to the public/media,157,,
Fort Wayne,Police Union Contract.txt,12/31/10,7.5.B(1),"The Employee under investigation shall be informed of the nature of the investigation or whether he is a witness or the object of the investigation, and of any charges against him, at least two (2) calendar days prior to such questioning, unless evidence establishing probable cause that a felony has been committed demands an immediate investigation.",Restricts/Delays Interrogations,48 hour delay,158,,
Fort Wayne,Police Union Contract.txt,12/31/10,7.5.B(2),All questions directed to the Employee under investigation shall be asked by and through no more than two questioners.,Restricts/Delays Interrogations,Limits the number of interrogators to two,159,,
Fort Wayne,Police Union Contract.txt,12/31/10,7.5.D,The Employee under investigation shall not be subject to offensive language or threatened in any manner whatsoever.,Restricts/Delays Interrogations,Limits the type of language and incentives used during interrogation,160,,
Fort Wayne,Police Union Contract.txt,12/31/10,7.5.C,The questioning session shall be for a reasonable period taking into consideration the gravity and complexity of the issue being investigated.,Restricts/Delays Interrogations,Limits interrogations to 'reasonable periods',161,,
